12/13/2012 17:00,201212131700,00.02,003,00.74,001,00.20,001,00.57,001,73.25,001,64.45,001,00.00,001,00.00,001,979.00,001,978.49,001,215.22,001,01.48,001,,,,,,,,,,,,,,,,,,
12/13/2012 17:30,201212131730,00.02,003,00.48,001,-00.06,001,00.30,001,72.90,001,64.09,001,00.00,001,00.00,001,979.00,001,978.19,001,216.43,001,01.34,001,,,,,,,,,,,,,,,,,,
12/13/2012 18:00,201212131800,00.02,003,00.22,001,-00.42,001,00.01,001,72.50,001,63.80,001,00.00,001,00.00,001,979.00,001,978.03,001,189.10,001,00.77,001,,,,,,,,,,,,,,,,,,
12/13/2012 18:30,201212131830,00.02,003,00.01,001,-00.67,001,-00.14,001,72.70,001,63.77,001,00.00,001,00.00,001,979.00,001,978.04,001,204.45,001,00.59,001,,,,,,,,,,,,,,,,,,
12/13/2012 19:00,201212131900,00.02,003,-00.12,001,-00.72,001,-00.25,001,70.80,001,62.06,001,00.00,001,00.00,001,978.00,001,977.80,001,198.87,001,00.90,001,,,,,,,,,,,,,,,,,,
12/13/2012 19:30,201212131930,00.02,003,-00.20,001,-00.83,001,-00.40,001,70.20,001,61.79,001,00.00,001,00.00,001,978.00,001,977.54,001,169.06,001,00.69,001,,,,,,,,,,,,,,,,,,
12/13/2012 20:00,201212132000,00.02,003,-00.34,001,-00.92,001,-00.53,001,65.70,001,58.12,001,00.00,001,00.00,001,978.00,001,977.16,001,185.41,001,01.08,001,,,,,,,,,,,,,,,,,,
12/13/2012 20:30,201212132030,00.02,003,-00.32,001,-00.93,001,-00.50,001,52.49,001,46.79,001,00.00,001,00.00,001,978.00,001,977.08,001,175.36,001,00.93,001,,,,,,,,,,,,,,,,,,
12/13/2012 21:00,201212132100,00.02,003,-00.81,001,-01.46,001,-01.04,001,53.66,001,47.54,001,00.00,001,00.00,001,977.00,001,976.81,001,143.75,001,00.74,001,,,,,,,,,,,,,,,,,,
12/13/2012 21:30,201212132130,00.02,003,-01.15,001,-01.75,001,-01.33,001,54.33,001,47.98,001,00.00,001,00.00,001,977.00,001,976.58,001,193.40,001,00.90,001,,,,,,,,,,,,,,,,,,
12/13/2012 22:00,201212132200,00.02,003,-00.99,001,-01.59,001,-01.19,001,53.24,001,47.01,001,00.00,001,00.00,001,977.00,001,976.30,001,180.17,001,00.86,001,,,,,,,,,,,,,,,,,,
12/13/2012 22:30,201212132230,00.02,003,-00.76,001,-01.38,001,-01.00,001,56.95,001,50.08,001,00.00,001,00.00,001,976.00,001,975.78,001,200.38,001,00.72,001,,,,,,,,,,,,,,,,,,
12/13/2012 23:00,201212132300,00.02,003,-00.29,001,-00.88,001,-00.50,001,69.47,001,60.93,001,00.00,001,00.00,001,976.00,001,975.55,001,144.93,001,00.95,001,,,,,,,,,,,,,,,,,,
12/13/2012 23:30,201212132330,00.02,003,00.08,001,-00.45,001,-00.11,001,74.70,001,65.81,001,00.00,001,00.00,001,976.00,001,975.09,001,146.85,001,01.75,001,,,,,,,,,,,,,,,,,,
12/14/2012 0:00,201212140000,00.02,003,-00.12,001,-00.69,001,-00.33,001,77.45,001,68.37,001,00.00,001,00.00,001,975.50,001,974.86,001,114.59,001,01.51,001,,,,,,,,,,,,,,,,,,
12/14/2012 0:30,201212140030,00.02,003,-00.50,001,-01.11,001,-00.78,001,80.00,001,70.95,001,00.00,001,00.00,001,975.00,001,974.49,001,84.80,001,00.93,001,,,,,,,,,,,,,,,,,,
12/14/2012 1:00,201212140100,00.02,003,-00.22,001,-00.76,001,-00.43,001,79.65,001,70.61,001,00.00,001,00.00,001,974.50,001,973.92,001,123.36,001,01.55,001,,,,,,,,,,,,,,,,,,
12/14/2012 1:30,201212140130,00.02,003,-00.30,001,-00.84,001,-00.49,001,80.60,001,71.43,001,00.00,001,00.00,001,974.00,001,973.19,001,115.45,001,01.48,001,,,,,,,,,,,,,,,,,,
12/14/2012 2:00,201212140200,00.02,003,00.05,001,-00.45,001,-00.15,001,79.40,001,70.45,001,00.00,001,00.00,001,973.00,001,972.74,001,137.09,001,01.90,001,,,,,,,,,,,,,,,,,,
12/14/2012 2:30,201212140230,00.02,003,00.19,001,-00.32,001,00.00,001,79.05,001,69.99,001,00.00,001,00.00,001,973.00,001,972.19,001,145.10,001,02.20,001,,,,,,,,,,,,,,,,,,
12/14/2012 3:00,201212140300,00.02,003,00.18,001,-00.33,001,00.00,001,79.35,001,70.30,001,00.00,001,00.00,001,972.00,001,971.53,001,142.25,001,02.07,001,,,,,,,,,,,,,,,,,,
12/14/2012 3:30,201212140330,00.02,003,00.09,001,-00.44,001,-00.06,001,80.00,001,70.86,001,00.00,001,00.00,001,972.00,001,970.97,001,154.67,001,01.74,001,,,,,,,,,,,,,,,,,,
12/14/2012 4:00,201212140400,00.02,003,00.14,001,-00.36,001,-00.02,001,79.90,001,70.82,001,00.00,001,00.00,001,971.00,001,970.51,001,141.83,001,02.19,001,,,,,,,,,,,,,,,,,,
12/14/2012 4:30,201212140430,00.02,003,00.18,001,-00.32,001,00.00,001,79.95,001,70.85,001,00.00,001,00.00,001,971.00,001,970.11,001,137.48,001,02.28,001,,,,,,,,,,,,,,,,,,
12/14/2012 5:00,201212140500,00.02,003,00.22,001,-00.27,001,00.01,001,80.30,001,71.18,001,00.00,001,00.00,001,970.00,001,969.59,001,139.36,001,02.80,001,,,,,,,,,,,,,,,,,,
12/14/2012 5:30,201212140530,00.02,003,00.17,001,-00.33,001,00.00,001,80.70,001,71.57,001,00.00,001,00.00,001,969.50,001,968.94,001,148.24,001,02.30,001,,,,,,,,,,,,,,,,,,
12/14/2012 6:00,201212140600,00.02,003,00.17,001,-00.31,001,-00.01,001,80.45,001,71.29,001,00.00,001,00.00,001,969.00,001,968.31,001,132.01,001,03.28,001,,,,,,,,,,,,,,,,,,
12/14/2012 6:30,201212140630,00.02,003,-00.05,001,-00.57,001,-00.20,001,81.50,001,72.30,001,00.00,001,00.00,001,968.00,001,967.48,001,121.61,001,02.00,001,,,,,,,,,,,,,,,,,,
12/14/2012 7:00,201212140700,00.02,003,-00.20,001,-00.73,001,-00.37,001,83.10,001,73.79,001,00.00,001,00.00,001,967.50,001,966.65,001,112.69,001,01.93,001,,,,,,,,,,,,,,,,,,
12/14/2012 7:30,201212140730,00.02,003,-00.42,001,-00.95,001,-00.60,001,84.60,001,75.17,001,00.00,001,00.00,001,967.00,001,966.08,001,117.23,001,01.55,001,,,,,,,,,,,,,,,,,,
12/14/2012 8:00,201212140800,00.02,003,-00.59,001,-01.09,001,-00.76,001,86.90,001,77.28,001,00.00,001,00.00,001,966.50,001,965.90,001,119.27,001,02.12,001,,,,,,,,,,,,,,,,,,
12/14/2012 8:30,201212140830,00.02,003,-00.56,001,-01.06,001,-00.70,001,90.30,001,80.78,001,00.00,001,00.00,001,966.00,001,965.60,001,131.55,001,02.46,001,,,,,,,,,,,,,,,,,,
12/14/2012 9:00,201212140900,00.68,001,-00.61,001,-01.15,001,-00.79,001,92.35,001,82.66,001,00.00,001,00.00,001,966.00,001,965.26,001,118.48,001,01.25,001,,,,,,,,,,,,,,,,,,
12/14/2012 9:30,201212140930,01.50,001,-00.47,001,-01.04,001,-00.65,001,93.60,001,83.60,001,00.00,001,00.00,001,965.00,001,964.76,001,23.43,001,00.98,001,,,,,,,,,,,,,,,,,,
12/14/2012 10:00,201212141000,03.52,001,-00.38,001,-00.93,001,-00.55,001,95.45,001,85.16,001,00.00,001,00.00,001,965.00,001,964.15,001,13.78,001,01.06,001,,,,,,,,,,,,,,,,,,
12/14/2012 10:30,201212141030,06.60,001,-00.06,001,-00.60,001,-00.23,001,95.90,001,85.38,001,00.00,001,00.00,001,964.00,001,963.48,001,33.04,001,01.09,001,,,,,,,,,,,,,,,,,,
12/14/2012 11:00,201212141100,13.18,001,00.42,001,-00.15,001,00.13,001,95.80,001,85.51,001,00.00,001,00.00,001,963.50,001,962.84,001,71.69,001,00.96,001,,,,,,,,,,,,,,,,,,
12/14/2012 11:30,201212141130,24.50,001,01.00,001,00.44,001,00.75,001,97.25,001,86.35,001,00.00,001,00.00,001,962.50,001,962.03,001,95.82,001,01.14,001,,,,,,,,,,,,,,,,,,
12/14/2012 12:00,201212141200,13.43,001,01.53,001,00.97,001,01.33,001,98.05,001,87.10,001,00.00,001,00.00,001,961.50,001,961.14,001,99.41,001,01.10,001,,,,,,,,,,,,,,,,,,
12/14/2012 12:30,201212141230,08.38,001,01.81,001,01.18,001,01.62,001,98.05,001,87.01,001,00.00,001,00.00,001,960.50,001,960.04,001,350.88,001,00.58,001,,,,,,,,,,,,,,,,,,
12/14/2012 13:00,201212141300,11.97,001,02.20,001,01.60,001,02.00,001,98.40,001,87.70,001,00.00,001,00.00,001,959.50,001,958.88,001,34.06,001,00.78,001,,,,,,,,,,,,,,,,,,
12/14/2012 13:30,201212141330,08.82,001,03.05,001,02.50,001,02.91,001,98.90,001,89.23,001,00.25,001,00.00,001,958.50,001,957.74,001,90.88,001,01.29,001,,,,,,,,,,,,,,,,,,
12/14/2012 14:00,201212141400,05.81,001,03.76,001,03.24,001,03.69,001,99.00,001,89.89,001,,010,00.05,001,957.50,001,956.68,001,101.56,001,01.95,001,,,,,,,,,,,,,,,,,,
12/14/2012 14:30,201212141430,06.19,001,04.18,001,03.66,001,04.08,001,98.55,001,89.66,001,,010,00.28,001,956.50,001,955.72,001,90.26,001,01.80,001,,,,,,,,,,,,,,,,,,
12/14/2012 15:00,201212141500,04.16,001,04.57,001,04.05,001,04.45,001,97.95,001,89.34,001,,010,00.35,001,955.50,001,954.89,001,97.94,001,01.85,001,,,,,,,,,,,,,,,,,,
12/14/2012 15:30,201212141530,01.61,001,04.89,001,04.39,001,04.78,001,96.70,001,88.31,001,,010,00.34,001,955.00,001,954.05,001,107.68,001,02.19,001,,,,,,,,,,,,,,,,,,
12/14/2012 16:00,201212141600,00.02,003,04.92,001,04.37,001,04.80,001,95.95,001,87.65,001,,010,00.37,001,954.00,001,953.30,001,119.44,001,01.92,001,,,,,,,,,,,,,,,,,,
12/14/2012 16:30,201212141630,00.02,003,04.92,001,04.38,001,04.81,001,96.25,001,88.03,001,,010,00.15,001,953.00,001,952.48,001,87.82,001,01.73,001,,,,,,,,,,,,,,,,,,
12/14/2012 17:00,201212141700,00.02,003,04.91,001,04.37,001,04.79,001,95.75,001,87.62,001,,010,00.13,001,952.50,001,951.83,001,102.49,001,01.89,001,,,,,,,,,,,,,,,,,,
12/14/2012 17:30,201212141730,00.02,003,04.57,001,04.02,001,04.49,001,94.85,001,86.94,001,,010,00.36,001,952.00,001,951.11,001,90.12,001,02.08,001,,,,,,,,,,,,,,,,,,
12/14/2012 18:00,201212141800,00.02,003,04.42,001,03.87,001,04.34,001,96.15,001,87.63,001,,010,00.46,001,951.00,001,950.44,001,74.54,001,01.90,001,,,,,,,,,,,,,,,,,,
12/14/2012 18:30,201212141830,00.02,003,04.55,001,03.99,001,04.46,001,96.20,001,87.77,001,,010,00.42,001,950.50,001,949.80,001,74.78,001,01.67,001,,,,,,,,,,,,,,,,,,
12/14/2012 19:00,201212141900,00.02,003,04.41,001,03.81,001,04.35,001,95.80,001,87.21,001,,010,00.53,001,950.00,001,949.24,001,90.17,001,01.93,001,,,,,,,,,,,,,,,,,,
12/14/2012 19:30,201212141930,00.02,003,04.30,001,03.69,001,04.23,001,96.35,001,87.75,001,,010,00.44,001,949.00,001,948.57,001,76.12,001,01.46,001,,,,,,,,,,,,,,,,,,
12/14/2012 20:00,201212142000,00.02,003,04.33,001,03.70,001,04.22,001,97.15,001,88.60,001,,010,00.28,001,948.50,001,947.97,001,55.44,001,01.23,001,,,,,,,,,,,,,,,,,,
12/14/2012 20:30,201212142030,00.02,003,04.42,001,03.80,001,04.30,001,97.80,001,89.47,001,,010,00.33,001,948.00,001,947.40,001,28.94,001,00.99,001,,,,,,,,,,,,,,,,,,
12/14/2012 21:00,201212142100,00.02,003,04.30,001,03.63,001,04.20,001,98.45,001,89.90,001,,010,00.26,001,948.00,001,947.11,001,352.81,001,01.15,001,,,,,,,,,,,,,,,,,,
12/14/2012 21:30,201212142130,00.02,003,04.28,001,03.65,001,04.14,001,99.15,001,90.65,001,,010,00.05,001,948.00,001,946.99,001,347.77,001,00.85,001,,,,,,,,,,,,,,,,,,
12/14/2012 22:00,201212142200,00.02,003,04.39,001,03.77,001,04.28,001,99.35,001,90.90,001,,010,00.01,001,948.00,001,947.00,001,337.05,001,00.87,001,,,,,,,,,,,,,,,,,,
12/14/2012 22:30,201212142230,00.02,003,04.34,001,03.67,001,04.21,001,99.55,001,90.89,001,,010,00.01,001,948.00,001,947.00,001,275.11,001,00.47,001,,,,,,,,,,,,,,,,,,
12/14/2012 23:00,201212142300,00.02,003,04.09,001,03.45,001,03.98,001,99.65,001,90.83,001,,010,00.00,001,948.00,001,947.14,001,242.12,001,00.77,001,,,,,,,,,,,,,,,,,,
12/14/2012 23:30,201212142330,00.02,003,03.58,001,02.96,001,03.52,001,99.35,001,90.02,001,,010,00.00,001,948.00,001,947.33,001,241.33,001,01.28,001,,,,,,,,,,,,,,,,,,
12/15/2012 0:00,201212150000,00.02,003,03.11,001,02.54,001,02.98,001,97.70,001,87.83,001,,010,00.07,001,948.00,001,947.45,001,234.43,001,01.18,001,,,,,,,,,,,,,,,,,,
12/15/2012 0:30,201212150030,00.02,003,03.08,001,02.56,001,02.99,001,94.60,001,85.68,001,,010,00.02,001,948.00,001,947.65,001,247.66,001,02.16,001,,,,,,,,,,,,,,,,,,
12/15/2012 1:00,201212150100,00.02,003,02.61,001,02.05,001,02.57,001,94.25,001,84.99,001,,010,00.14,001,948.00,001,947.72,001,260.33,001,02.07,001,,,,,,,,,,,,,,,,,,
12/15/2012 1:30,201212150130,00.02,003,02.56,001,02.03,001,02.47,001,95.50,001,85.91,001,,010,00.00,001,948.00,001,947.80,001,264.30,001,02.23,001,,,,,,,,,,,,,,,,,,
12/15/2012 2:00,201212150200,00.02,003,02.74,001,02.21,001,02.65,001,94.90,001,85.84,001,,010,00.00,001,949.00,001,948.01,001,260.90,001,02.26,001,,,,,,,,,,,,,,,,,,
12/15/2012 2:30,201212150230,00.02,003,02.94,001,02.43,001,02.85,001,94.75,001,85.89,001,,010,00.00,001,949.00,001,948.30,001,274.10,001,02.44,001,,,,,,,,,,,,,,,,,,
12/15/2012 3:00,201212150300,00.02,003,03.24,001,02.75,001,03.21,001,93.90,001,85.59,001,,010,00.00,001,949.00,001,948.67,001,270.80,001,03.15,001,,,,,,,,,,,,,,,,,,
12/15/2012 3:30,201212150330,00.02,003,03.41,001,02.93,001,03.40,001,94.60,001,86.04,001,,010,00.00,001,950.00,001,949.11,001,262.26,001,02.99,001,,,,,,,,,,,,,,,,,,
12/15/2012 4:00,201212150400,00.02,003,03.70,001,03.22,001,03.65,001,93.70,001,85.63,001,,010,00.00,001,950.00,001,949.49,001,263.78,001,03.01,001,,,,,,,,,,,,,,,,,,
12/15/2012 4:30,201212150430,00.02,003,03.89,001,03.37,001,03.84,001,93.30,001,85.50,001,,010,00.00,001,950.50,001,949.83,001,263.05,001,02.31,001,,,,,,,,,,,,,,,,,,
12/15/2012 5:00,201212150500,00.02,003,04.09,001,03.56,001,04.04,001,93.00,001,85.41,001,,010,00.02,001,951.00,001,950.19,001,268.32,001,02.22,001,,,,,,,,,,,,,,,,,,
12/15/2012 5:30,201212150530,00.02,003,04.25,001,03.74,001,04.17,001,93.40,001,85.95,001,,010,00.05,001,951.00,001,950.48,001,254.59,001,02.57,001,,,,,,,,,,,,,,,,,,
12/15/2012 6:00,201212150600,00.02,003,04.86,001,04.38,001,04.72,001,91.05,001,84.44,001,,010,00.00,001,951.00,001,950.75,001,252.89,001,03.38,001,,,,,,,,,,,,,,,,,,
12/15/2012 6:30,201212150630,00.02,003,05.55,001,05.08,001,05.41,001,88.55,001,82.43,001,,010,00.00,001,952.00,001,951.05,001,251.81,001,03.72,001,,,,,,,,,,,,,,,,,,
12/15/2012 7:00,201212150700,00.02,003,05.97,001,05.47,001,05.83,001,86.60,001,80.57,001,,010,00.00,001,952.00,001,951.55,001,246.34,001,03.42,001,,,,,,,,,,,,,,,,,,
12/15/2012 7:30,201212150730,00.02,003,06.29,001,05.76,001,06.17,001,83.10,001,77.12,001,,010,00.00,001,952.50,001,952.01,001,243.98,001,03.33,001,,,,,,,,,,,,,,,,,,
12/15/2012 8:00,201212150800,00.02,003,06.14,001,05.64,001,06.07,001,86.95,001,80.37,001,,010,00.12,001,953.50,001,952.70,001,240.66,001,03.68,001,,,,,,,,,,,,,,,,,,
12/15/2012 8:30,201212150830,00.02,003,05.76,001,05.27,001,05.69,001,89.20,001,82.69,001,,010,00.00,001,954.00,001,953.24,001,231.70,001,03.71,001,,,,,,,,,,,,,,,,,,
12/15/2012 9:00,201212150900,11.78,001,05.66,001,05.19,001,05.55,001,88.60,001,82.38,001,,010,00.00,001,954.50,001,953.83,001,229.82,001,03.50,001,,,,,,,,,,,,,,,,,,
12/15/2012 9:30,201212150930,23.67,001,05.74,001,05.26,001,05.61,001,88.40,001,82.28,001,,010,00.00,001,955.00,001,954.24,001,230.56,001,03.23,001,,,,,,,,,,,,,,,,,,
12/15/2012 10:00,201212151000,24.05,001,05.89,001,05.43,001,05.79,001,88.25,001,82.02,001,,010,00.00,001,955.50,001,954.80,001,232.03,001,03.77,001,,,,,,,,,,,,,,,,,,
12/15/2012 10:30,201212151030,34.73,001,05.92,001,05.47,001,05.80,001,87.95,001,81.66,001,,010,00.00,001,956.00,001,955.47,001,220.57,001,03.55,001,,,,,,,,,,,,,,,,,,
12/15/2012 11:00,201212151100,49.64,001,05.86,001,05.41,001,05.79,001,88.40,001,81.81,001,,010,00.00,001,957.00,001,956.03,001,216.21,001,03.70,001,,,,,,,,,,,,,,,,,,
12/15/2012 11:30,201212151130,90.65,001,06.15,001,05.72,001,05.97,001,86.80,001,80.71,001,,010,00.00,001,957.00,001,956.24,001,225.64,001,03.43,001,,,,,,,,,,,,,,,,,,
12/15/2012 12:00,201212151200,85.35,001,06.49,001,06.06,001,06.37,001,85.00,001,78.72,001,,010,00.00,001,957.00,001,956.58,001,240.75,001,03.23,001,,,,,,,,,,,,,,,,,,
12/15/2012 12:30,201212151230,76.41,001,06.52,001,06.06,001,06.41,001,84.95,001,78.47,001,,010,00.00,001,958.00,001,956.98,001,232.94,001,02.58,001,,,,,,,,,,,,,,,,,,
12/15/2012 13:00,201212151300,57.37,001,06.47,001,06.03,001,06.34,001,84.45,001,78.29,001,,010,00.00,001,958.00,001,957.42,001,230.16,001,02.98,001,,,,,,,,,,,,,,,,,,
12/15/2012 13:30,201212151330,55.24,001,06.57,001,06.11,001,06.47,001,83.55,001,77.09,001,,010,00.00,001,958.50,001,957.87,001,223.92,001,03.27,001,,,,,,,,,,,,,,,,,,
12/15/2012 14:00,201212151400,57.59,001,06.44,001,05.98,001,06.32,001,84.85,001,78.45,001,,010,00.00,001,959.00,001,958.17,001,223.49,001,03.26,001,,,,,,,,,,,,,,,,,,
12/15/2012 14:30,201212151430,35.02,001,06.40,001,05.92,001,06.27,001,85.10,001,78.67,001,,010,00.00,001,959.00,001,958.50,001,229.65,001,02.49,001,,,,,,,,,,,,,,,,,,
12/15/2012 15:00,201212151500,17.82,001,06.29,001,05.82,001,06.18,001,85.20,001,78.75,001,,010,00.00,001,959.00,001,958.76,001,224.73,001,03.34,001,,,,,,,,,,,,,,,,,,
12/15/2012 15:30,201212151530,08.33,001,06.17,001,05.70,001,06.08,001,86.45,001,79.99,001,,010,00.00,001,960.00,001,959.10,001,220.65,001,03.05,001,,,,,,,,,,,,,,,,,,
12/15/2012 16:00,201212151600,00.02,003,06.05,001,05.59,001,05.98,001,87.45,001,80.84,001,,010,00.00,001,960.00,001,959.58,001,217.10,001,03.55,001,,,,,,,,,,,,,,,,,,
12/15/2012 16:30,201212151630,00.02,003,05.92,001,05.44,001,05.84,001,89.65,001,83.01,001,,010,00.00,001,961.00,001,960.24,001,214.63,001,02.96,001,,,,,,,,,,,,,,,,,,
12/15/2012 17:00,201212151700,00.02,003,05.85,001,05.38,001,05.79,001,90.90,001,84.32,001,,010,00.00,001,961.00,001,960.74,001,210.75,001,03.26,001,,,,,,,,,,,,,,,,,,
12/15/2012 17:30,201212151730,00.02,003,05.85,001,05.39,001,05.76,001,91.05,001,84.49,001,,010,00.00,001,962.00,001,961.13,001,212.07,001,03.43,001,,,,,,,,,,,,,,,,,,
12/15/2012 18:00,201212151800,00.02,003,06.00,001,05.55,001,05.91,001,90.10,001,83.69,001,,010,00.00,001,962.00,001,961.67,001,211.53,001,03.97,001,,,,,,,,,,,,,,,,,,
12/15/2012 18:30,201212151830,00.02,003,06.06,001,05.61,001,06.00,001,89.85,001,83.35,001,,010,00.00,001,963.00,001,962.12,001,208.75,001,03.78,001,,,,,,,,,,,,,,,,,,
12/15/2012 19:00,201212151900,00.02,003,06.05,001,05.59,001,05.97,001,89.20,001,82.69,001,,010,00.00,001,963.00,001,962.43,001,207.07,001,03.83,001,,,,,,,,,,,,,,,,,,
12/15/2012 19:30,201212151930,00.02,003,05.99,001,05.53,001,05.92,001,89.10,001,82.53,001,,010,00.00,001,963.00,001,962.75,001,206.53,001,03.56,001,,,,,,,,,,,,,,,,,,
12/15/2012 20:00,201212152000,00.02,003,05.78,001,05.27,001,05.69,001,90.05,001,83.55,001,,010,00.00,001,964.00,001,963.22,001,206.97,001,02.06,001,,,,,,,,,,,,,,,,,,
12/15/2012 20:30,201212152030,00.02,003,05.74,001,05.23,001,05.60,001,89.65,001,83.50,001,,010,00.00,001,964.00,001,963.58,001,211.06,001,02.20,001,,,,,,,,,,,,,,,,,,
12/15/2012 21:00,201212152100,00.02,003,05.79,001,05.31,001,05.67,001,88.85,001,82.64,001,,010,00.00,001,964.50,001,963.92,001,206.86,001,02.72,001,,,,,,,,,,,,,,,,,,
12/15/2012 21:30,201212152130,00.02,003,05.98,001,05.50,001,05.85,001,87.95,001,81.76,001,,010,00.00,001,965.00,001,964.26,001,208.02,001,02.50,001,,,,,,,,,,,,,,,,,,
12/15/2012 22:00,201212152200,00.02,003,05.74,001,05.24,001,05.64,001,89.55,001,83.07,001,,010,00.00,001,965.00,001,964.59,001,207.84,001,02.77,001,,,,,,,,,,,,,,,,,,
12/15/2012 22:30,201212152230,00.02,003,05.83,001,05.35,001,05.70,001,90.80,001,84.40,001,,010,00.00,001,966.00,001,965.04,001,203.29,001,02.67,001,,,,,,,,,,,,,,,,,,
12/15/2012 23:00,201212152300,00.02,003,05.77,001,05.29,001,05.67,001,90.10,001,83.73,001,,010,00.00,001,966.00,001,965.29,001,208.87,001,02.57,001,,,,,,,,,,,,,,,,,,
12/15/2012 23:30,201212152330,00.02,003,05.58,001,05.08,001,05.48,001,89.60,001,83.32,001,,010,00.00,001,966.00,001,965.62,001,207.16,001,02.54,001,,,,,,,,,,,,,,,,,,
12/16/2012 0:00,201212160000,00.02,003,05.00,001,04.42,001,04.89,001,90.90,001,84.27,001,,010,00.00,001,967.00,001,966.05,001,190.60,001,01.61,001,,,,,,,,,,,,,,,,,,
12/16/2012 0:30,201212160030,00.02,003,04.49,001,03.92,001,04.40,001,91.80,001,84.91,001,,010,00.00,001,967.00,001,966.27,001,202.03,001,01.72,001,,,,,,,,,,,,,,,,,,
12/16/2012 1:00,201212160100,00.02,003,04.61,001,04.12,001,04.52,001,90.50,001,83.71,001,,010,00.00,001,967.00,001,966.42,001,212.11,001,02.76,001,,,,,,,,,,,,,,,,,,
12/16/2012 1:30,201212160130,00.02,003,04.45,001,03.92,001,04.37,001,90.55,001,83.47,001,,010,00.00,001,967.00,001,966.67,001,198.57,001,02.27,001,,,,,,,,,,,,,,,,,,
12/16/2012 2:00,201212160200,00.02,003,04.49,001,03.99,001,04.35,001,90.30,001,83.61,001,,010,00.00,001,967.00,001,966.78,001,211.65,001,02.49,001,,,,,,,,,,,,,,,,,,
12/16/2012 2:30,201212160230,00.02,003,05.10,001,04.60,001,04.94,001,87.90,001,81.70,001,,010,00.00,001,967.00,001,966.84,001,216.16,001,02.67,001,,,,,,,,,,,,,,,,,,
12/16/2012 3:00,201212160300,00.02,003,05.00,001,04.50,001,04.92,001,88.60,001,81.92,001,,010,00.00,001,968.00,001,966.95,001,205.61,001,03.19,001,,,,,,,,,,,,,,,,,,
12/16/2012 3:30,201212160330,00.02,003,03.82,001,03.21,001,03.82,001,91.80,001,83.91,001,,010,00.00,001,968.00,001,967.07,001,176.62,001,02.05,001,,,,,,,,,,,,,,,,,,
12/16/2012 4:00,201212160400,00.02,003,03.15,001,02.55,001,03.01,001,95.50,001,86.98,001,,010,00.00,001,968.00,001,967.26,001,158.68,001,01.55,001,,,,,,,,,,,,,,,,,,
12/16/2012 4:30,201212160430,00.02,003,04.18,001,03.71,001,04.00,001,93.45,001,86.23,001,,010,00.00,001,968.00,001,967.33,001,209.69,001,03.14,001,,,,,,,,,,,,,,,,,,
12/16/2012 5:00,201212160500,00.02,003,04.24,001,03.72,001,04.22,001,92.15,001,84.65,001,,010,00.00,001,968.00,001,967.54,001,201.44,001,02.52,001,,,,,,,,,,,,,,,,,,
12/16/2012 5:30,201212160530,00.02,003,04.37,001,03.90,001,04.26,001,92.35,001,85.37,001,,010,00.00,001,968.00,001,967.72,001,203.03,001,02.89,001,,,,,,,,,,,,,,,,,,
12/16/2012 6:00,201212160600,00.02,003,05.21,001,04.74,001,05.08,001,88.85,001,82.65,001,,010,00.00,001,969.00,001,968.02,001,211.35,001,03.37,001,,,,,,,,,,,,,,,,,,
12/16/2012 6:30,201212160630,00.02,003,05.13,001,04.62,001,05.05,001,88.85,001,82.26,001,,010,00.00,001,969.00,001,968.33,001,207.59,001,02.53,001,,,,,,,,,,,,,,,,,,
12/16/2012 7:00,201212160700,00.02,003,04.84,001,04.31,001,04.72,001,90.30,001,83.72,001,,010,00.00,001,969.00,001,968.54,001,207.67,001,02.07,001,,,,,,,,,,,,,,,,,,
12/16/2012 7:30,201212160730,00.02,003,04.57,001,04.00,001,04.49,001,91.30,001,84.40,001,,010,00.00,001,969.50,001,968.85,001,200.35,001,01.69,001,,,,,,,,,,,,,,,,,,
12/16/2012 8:00,201212160800,00.02,003,04.25,001,03.66,001,04.16,001,92.55,001,85.35,001,,010,00.00,001,970.00,001,969.26,001,207.63,001,01.55,001,,,,,,,,,,,,,,,,,,
12/16/2012 8:30,201212160830,00.02,003,04.43,001,03.80,001,04.24,001,92.20,001,85.38,001,,010,00.00,001,970.00,001,969.71,001,214.64,001,00.88,001,,,,,,,,,,,,,,,,,,
12/16/2012 9:00,201212160900,05.55,001,04.47,001,03.83,001,04.32,001,90.60,001,83.84,001,,010,00.00,001,970.50,001,969.88,001,215.31,001,00.96,001,,,,,,,,,,,,,,,,,,
12/16/2012 9:30,201212160930,16.40,001,04.13,001,03.56,001,03.97,001,92.05,001,85.07,001,,010,00.00,001,971.00,001,969.95,001,211.83,001,01.49,001,,,,,,,,,,,,,,,,,,
12/16/2012 10:00,201212161000,44.41,001,05.17,001,04.67,001,04.92,001,88.50,001,82.82,001,,010,00.00,001,971.00,001,970.11,001,211.84,001,02.21,001,,,,,,,,,,,,,,,,,,
12/16/2012 10:30,201212161030,102.45,001,05.60,001,05.13,001,05.34,001,86.30,001,80.76,001,,010,00.00,001,971.00,001,970.23,001,204.35,001,03.07,001,,,,,,,,,,,,,,,,,,
12/16/2012 11:00,201212161100,126.90,001,06.15,001,05.67,001,05.83,001,84.20,001,78.82,001,,010,00.00,001,971.00,001,970.40,001,196.07,001,02.31,001,,,,,,,,,,,,,,,,,,
